Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
15 SCOTTS,SCOTTS ROAD,Office,"4,533,765.00","1,227.10","3,695",Sept-21,Strata,114,"39,770",Freehold,09,06 to 10
HOA NAM BUILDING,FOCH ROAD,Office,"1,445,000.00",721.19,"2,004",Sept-21,Strata,67,"21,567",Freehold,08,01 to 05
ONE DUSUN RESIDENCES,JALAN DUSUN,Office,"364,486.00",172.22,"2,116",Sept-21,Strata,16,"22,780",Freehold,12,01 to 05
LIANG SEAH COURT,LIANG SEAH STREET,Office,"2,650,000.00","1,259.39","2,104",Sept-21,Strata,117,"22,650",999 yrs lease commencing from 1827,07,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,010,000.00",548.96,"1,840",Sept-21,Strata,51,"19,804",99 yrs lease commencing from 2011,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"800,000.00",516.67,"1,548",Sept-21,Strata,48,"16,667",Freehold,15,01 to 05
THE SUNFLOWER,GEYLANG ROAD,Office,"710,000.00",602.78,"1,178",Sept-21,Strata,56,"12,679",Freehold,14,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Office,"6,880,000.00","4,305.60","1,598",Sept-21,Strata,400,"17,200",103 yrs lease commencing from 1980,07,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"635,000.00",419.8,"1,513",Sept-21,Strata,39,"16,282",Freehold,15,01 to 05
THE PLAZA,BEACH ROAD,Office,"700,000.00",430.56,"1,626",Sept-21,Strata,40,"17,500",99 yrs lease commencing from 1968,07,11 to 15
KRETA AYER CONSERVATION AREA,SMITH STREET,Shop House,"600,000.00","1,077.48",557,Jul-25,Land,100.1,"5,994",Freehold,01,-
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,"14,800,000.00","1,185.12","12,488",Jan-25,Land,110.1,"134,423",999 yrs lease commencing from 1828,01,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"13,250,000.00","1,185.12","11,180",Aug-24,Land,110.1,"120,345",999 yrs lease commencing from 1827,01,-
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,"12,280,000.00","1,188.35","10,334",Jun-24,Land,110.4,"111,232",999 yrs lease commencing from 1826,01,-
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,"16,500,000.00","1,429.46","11,543",May-24,Land,132.8,"124,247",999 yrs lease commencing from 1829,01,-
KRETA AYER CONSERVATION AREA,PAGODA STREET,Shop House,"19,000,000.00","1,309.98","14,504",Mar-24,Land,121.7,"156,122",Freehold,01,-
KRETA AYER CONSERVATION AREA,MOSQUE STREET,Shop House,"15,930,000.00","1,202.34","13,249",Mar-24,Land,111.7,"142,614",Freehold,01,-
BOAT QUAY CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,"11,420,000.00","1,393.94","8,193",Sept-23,Land,129.5,"88,185",999 yrs lease commencing from 1831,01,-
KRETA AYER CONSERVATION AREA,MOSQUE STREET,Shop House,"15,600,000.00","1,250.78","12,472",Aug-23,Land,116.2,"134,251",Freehold,01,-
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,"32,000,000.00","1,445.61","22,136",Jul-23,Land,134.3,"238,273",999 yrs lease commencing from 1827,01,-
N.A.,NEW BRIDGE ROAD,Shop House,"5,500,000.00","1,326.12","4,147",Jun-23,Land,123.2,"44,643",99 yrs lease commencing from 1928,01,-
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Shop House,"30,000,000.00","1,426.23","21,034",May-23,Land,132.5,"226,415",999 yrs lease commencing from 1826,01,-
N.A.,NEW BRIDGE ROAD,Shop House,"23,800,000.00","1,452.06","16,390",May-23,Land,134.9,"176,427",99 yrs lease commencing from 2016,01,-
N.A.,HONGKONG STREET,Shop House,"9,600,000.00","1,883.70","5,096",Apr-23,Land,175,"54,857",99 yrs lease commencing from 1951,01,-
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,"29,000,000.00","1,728.70","16,776",Apr-23,Land,160.6,"180,573",Freehold,01,-
TELOK AYER CONSERVATION AREA,AMOY STREET,Shop House,"21,800,000.00","1,855.71","11,748",Apr-23,Land,172.4,"126,450",999 yrs lease commencing from 1827,01,-
BOAT QUAY CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,"10,500,000.00","1,161.44","9,041",Feb-23,Land,107.9,"97,312",999 yrs lease commencing from 1831,01,-
N.A.,SOUTH BRIDGE ROAD,Shop House,"13,580,000.00","2,624.26","5,175",Jan-23,Land,243.8,"55,701",99 yrs lease commencing from 1947,01,-
TELOK AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,"15,200,000.00","1,486.51","10,225",Jan-23,Land,138.1,"110,065",Freehold,01,-
TELOK AYER CONSERVATION AREA,AMOY STREET,Shop House,"18,688,000.00","1,855.71","10,071",Nov-22,Land,172.4,"108,399",999 yrs lease commencing from 1827,01,-
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,"27,188,888.00","2,646.87","10,272",Oct-22,Land,245.9,"110,569",999 yrs lease commencing from 1827,01,-
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,"16,800,000.00","1,085.01","15,484",Aug-22,Land,100.8,"166,667",999 yrs lease commencing from 1826,01,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"17,000,000.00","2,022.56","8,405",Jun-22,Land,187.9,"90,474",99 yrs lease commencing from 1996,01,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"8,877,000.00","1,533.87","5,787",Jun-22,Land,142.5,"62,295",99 yrs lease commencing from 1996,01,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"13,000,000.00",987.06,"13,170",May-22,Land,91.7,"141,767",999 yrs lease commencing from 1827,01,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"16,500,000.00","2,627.49","6,280",May-22,Land,244.1,"67,595",999 yrs lease commencing from 1827,01,-
N.A.,NORTH CANAL ROAD,Shop House,"8,450,000.00","1,784.67","4,735",Apr-22,Land,165.8,"50,965",99 yrs lease commencing from 1960,01,-
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,"11,600,000.00","1,268","9,148",Apr-22,Land,117.8,"98,472",999 yrs lease commencing from 1827,01,-
N.A.,NORTH CANAL ROAD,Shop House,"14,380,000.00","3,207.67","4,483",Mar-22,Land,298,"48,255",99 yrs lease commencing from 1941,01,-
N.A.,CIRCULAR ROAD,Shop House,"30,668,300.00","3,611.32","8,492",Jan-22,Land,335.5,"91,411",999 yrs lease commencing from 1831,01,-
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Shop House,"17,200,000.00","1,086.09","15,837",Jan-22,Land,100.9,"170,466",999 yrs lease commencing from 1826,01,-
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,"15,500,000.00","1,259.39","12,308",Jan-22,Land,117,"132,479",999 yrs lease commencing from 1827,01,-
KRETA AYER CONSERVATION AREA,TEMPLE STREET,Shop House,"13,800,000.00","1,473.59","9,365",Dec-21,Land,136.9,"100,804",99 yrs lease commencing from 1998,01,-
PORCELAIN HOTEL,MOSQUE STREET,Shop House,"36,471,774.00","4,110.77","8,872",Nov-21,Land,381.9,"95,501",99 yrs lease commencing from 2002,01,-
PORCELAIN HOTEL,MOSQUE STREET,Shop House,"53,528,225.00","6,033.22","8,872",Nov-21,Land,560.5,"95,501",99 yrs lease commencing from 2002,01,-
TELOK AYER CONSERVATION AREA,CLUB STREET,Shop House,"26,038,000.00","2,249.68","11,574",Nov-21,Land,209,"124,584",999 yrs lease commencing from 1827,01,-
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,"16,180,000.00","1,252.93","12,914",Nov-21,Land,116.4,"139,003",999 yrs lease commencing from 1826,01,-
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,"13,000,000.00","1,078.55","12,053",Oct-21,Land,100.2,"129,741",999 yrs lease commencing from 1826,01,-
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,"10,700,000.00",950.46,"11,258",Oct-21,Land,88.3,"121,178",999 yrs lease commencing from 1826,01,-
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,"9,500,000.00","1,034.42","9,184",Oct-21,Land,96.1,"98,855",999 yrs lease commencing from 1826,01,-
KRETA AYER CONSERVATION AREA,PAGODA STREET,Shop House,"13,300,000.00","1,233.55","10,782",Oct-21,Land,114.6,"116,056",Freehold,01,-
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,"16,800,000.00","1,452.06","11,570",Sept-21,Land,134.9,"124,537",Freehold,01,-
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,"8,550,000.00",769.63,"11,109",Sept-21,Land,71.5,"119,580",999 yrs lease commencing from 1827,01,-
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,"15,500,000.00","1,490.81","10,397",Sept-21,Land,138.5,"111,913",Freehold,01,-
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Office,"2,168,000.00","1,733","1,251",Aug-25,Strata,161,"13,466",99 yrs lease commencing from 1972,01,06 to 10
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"1,625,000.00",322.92,"5,032",Aug-25,Strata,30,"54,167",99 yrs lease commencing from 1968,01,01 to 05
SBF CENTER,ROBINSON ROAD,Office,"3,080,000.00",947.23,"3,252",Aug-25,Strata,88,"35,000",99 yrs lease commencing from 2011,01,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"1,830,000.00",635.08,"2,882",Jul-25,Strata,59,"31,017",99 yrs lease commencing from 2001,01,06 to 10
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"8,100,000.00","2,195.86","3,689",Jul-25,Strata,204,"39,706",99 yrs lease commencing from 1989,01,36 to 40
THE ARCADE,COLLYER QUAY,Office,"3,750,000.00","1,603.84","2,338",Jul-25,Strata,149,"25,168",99 yrs lease commencing from 1980,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,710,000.00",645.84,"2,648",Jul-25,Strata,60,"28,500",99 yrs lease commencing from 2001,01,16 to 20
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"33,966,000.00","10,096.63","3,364",Jul-25,Strata,938,"36,211",99 yrs lease commencing from 1989,01,31 to 35
THE CENTRAL,EU TONG SEN STREET,Office,"1,760,000.00",645.84,"2,725",Jun-25,Strata,60,"29,333",99 yrs lease commencing from 2001,01,16 to 20
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"32,310,400.00","10,096.63","3,200",Jun-25,Strata,938,"34,446",99 yrs lease commencing from 1989,01,36 to 40
THE CENTRAL,EU TONG SEN STREET,Office,"1,900,000.00",871.88,"2,179",Jun-25,Strata,81,"23,457",99 yrs lease commencing from 2001,01,16 to 20
N.A.,ROBINSON ROAD,Office,"55,800,000.00","14,251.54","3,915",May-25,Strata,"1,324","42,145",Freehold,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"8,000,000.00","2,238.91","3,573",May-25,Strata,208,"38,462",99 yrs lease commencing from 2011,01,11 to 15
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"8,388,888.00","2,335.79","3,591",May-25,Strata,217,"38,658",99 yrs lease commencing from 1989,01,36 to 40
N.A.,ROBINSON ROAD,Office,"17,308,720.00","4,628.52","3,740",Apr-25,Strata,430,"40,253",Freehold,01,01 to 05
N.A.,ROBINSON ROAD,Office,"17,991,130.00","4,746.92","3,790",Apr-25,Strata,441,"40,796",Freehold,01,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"590,000.00",333.68,"1,768",Apr-25,Strata,31,"19,032",99 yrs lease commencing from 1983,01,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"4,263,280.00","1,323.97","3,220",Apr-25,Strata,123,"34,661",99 yrs lease commencing from 2011,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"2,100,000.00",592.02,"3,547",Apr-25,Strata,55,"38,182",99 yrs lease commencing from 2011,01,16 to 20
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"15,495,180.00","4,757.69","3,257",Apr-25,Strata,442,"35,057",99 yrs lease commencing from 1989,01,31 to 35
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"12,164,768.00","3,735.11","3,257",Apr-25,Strata,347,"35,057",99 yrs lease commencing from 1989,01,31 to 35
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"12,340,053.00","3,788.93","3,257",Apr-25,Strata,352,"35,057",99 yrs lease commencing from 1989,01,31 to 35
THE CENTRAL,EU TONG SEN STREET,Office,"2,600,000.00",925.7,"2,809",Apr-25,Strata,86,"30,233",99 yrs lease commencing from 2001,01,21 to 25
SGX CENTRE 2,SHENTON WAY,Office,"12,650,000.00","4,811.51","2,629",Apr-25,Strata,447,"28,300",99 yrs lease commencing from 1995,01,26 to 30
SGX CENTRE 2,SHENTON WAY,Office,"26,850,000.00","10,215.04","2,628",Apr-25,Strata,949,"28,293",99 yrs lease commencing from 1995,01,26 to 30
SAMSUNG HUB,CHURCH STREET,Office,"11,058,000.00","2,561.83","4,316",Apr-25,Strata,238,"46,462",999 yrs lease commencing from 1827,01,16 to 20
SAMSUNG HUB,CHURCH STREET,Office,"13,450,000.00","3,186.14","4,221",Apr-25,Strata,296,"45,439",999 yrs lease commencing from 1827,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"4,900,000.00","1,485.43","3,299",Apr-25,Strata,138,"35,507",99 yrs lease commencing from 2001,01,16 to 20
SAMSUNG HUB,CHURCH STREET,Office,"12,000,000.00","2,906.28","4,129",Apr-25,Strata,270,"44,444",999 yrs lease commencing from 1827,01,11 to 15
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"720,000.00",430.56,"1,672",Mar-25,Strata,40,"18,000",99 yrs lease commencing from 1970,01,01 to 05
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"6,300,000.00","2,131.27","2,956",Mar-25,Strata,198,"31,818",99 yrs lease commencing from 1989,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"2,905,000.00",882.65,"3,291",Mar-25,Strata,82,"35,427",99 yrs lease commencing from 2001,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"1,816,514.00",592.02,"3,068",Mar-25,Strata,55,"33,028",99 yrs lease commencing from 2011,01,11 to 15
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"15,363,200.00","4,800.74","3,200",Mar-25,Strata,446,"34,447",99 yrs lease commencing from 1989,01,21 to 25
HAVELOCK2,HAVELOCK ROAD,Office,"555,888.00",333.68,"1,666",Mar-25,Strata,31,"17,932",99 yrs lease commencing from 1983,01,06 to 10
20 COLLYER QUAY,COLLYER QUAY,Office,"91,800,000.00","29,159.68","3,148",Mar-25,Strata,"2,709","33,887",99 yrs lease commencing from 1985,01,21 to 25
SBF CENTER,ROBINSON ROAD,Office,"2,710,800.00",753.48,"3,598",Feb-25,Strata,70,"38,726",99 yrs lease commencing from 2011,01,21 to 25
PLUS,CECIL STREET,Office,"1,300,000.00",516.67,"2,516",Feb-25,Strata,48,"27,083",99 yrs lease commencing from 1989,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,950,000.00",613.55,"3,178",Feb-25,Strata,57,"34,211",99 yrs lease commencing from 2001,01,11 to 15
OXLEY TOWER,ROBINSON ROAD,Office,"3,350,000.00","1,259.39","2,660",Feb-25,Strata,117,"28,632",Freehold,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,715,000.00",635.08,"2,700",Feb-25,Strata,59,"29,068",99 yrs lease commencing from 2001,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,880,000.00",624.31,"3,011",Jan-25,Strata,58,"32,414",99 yrs lease commencing from 2001,01,06 to 10
OXLEY TOWER,ROBINSON ROAD,Office,"3,680,000.00","1,259.39","2,922",Jan-25,Strata,117,"31,453",Freehold,01,21 to 25
TOKIO MARINE CENTRE,MCCALLUM STREET,Office,"67,530,000.00","19,052.28","3,544",Jan-25,Strata,"1,770","38,153",Freehold,01,-
SBF CENTER,ROBINSON ROAD,Office,"2,688,210.00",753.48,"3,568",Jan-25,Strata,70,"38,403",99 yrs lease commencing from 2011,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"2,108,000.00",871.88,"2,418",Dec-24,Strata,81,"26,025",99 yrs lease commencing from 2001,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,080,000.00",731.95,"2,842",Dec-24,Strata,68,"30,588",99 yrs lease commencing from 2001,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"2,829,000.00",882.65,"3,205",Dec-24,Strata,82,"34,500",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"2,829,000.00",882.65,"3,205",Dec-24,Strata,82,"34,500",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"1,870,000.00",635.08,"2,945",Dec-24,Strata,59,"31,695",99 yrs lease commencing from 2001,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"4,500,000.00","1,323.97","3,399",Dec-24,Strata,123,"36,585",99 yrs lease commencing from 2011,01,21 to 25
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"10,319,100.00","3,498.30","2,950",Dec-24,Strata,325,"31,751",99 yrs lease commencing from 1989,01,11 to 15
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"35,888,888.00","11,786.58","3,045",Dec-24,Strata,"1,095","32,775",99 yrs lease commencing from 1989,01,21 to 25
TONG ENG BUILDING,CECIL STREET,Office,"1,550,000.00",462.85,"3,349",Dec-24,Strata,43,"36,047",999 yrs lease commencing from 1885,01,16 to 20
HAVELOCK2,HAVELOCK ROAD,Office,"1,530,000.00",861.12,"1,777",Dec-24,Strata,80,"19,125",99 yrs lease commencing from 1983,01,01 to 05
N.A.,ROBINSON ROAD,Office,"18,438,800.00","4,736.16","3,893",Nov-24,Strata,440,"41,906",Freehold,01,06 to 10
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"768,000.00",581.26,"1,321",Nov-24,Strata,54,"14,222",99 yrs lease commencing from 1968,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"5,651,200.00","1,765.30","3,201",Nov-24,Strata,164,"34,459",99 yrs lease commencing from 2001,01,16 to 20
PLUS,CECIL STREET,Office,"3,500,000.00","1,259.39","2,779",Nov-24,Strata,117,"29,915",99 yrs lease commencing from 1989,01,01 to 05
SBF CENTER,ROBINSON ROAD,Office,"4,300,000.00","1,323.97","3,248",Nov-24,Strata,123,"34,959",99 yrs lease commencing from 2011,01,16 to 20
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"16,432,200.00","4,833.04","3,400",Oct-24,Strata,449,"36,597",99 yrs lease commencing from 1989,01,36 to 40
GB BUILDING,CECIL STREET,Office,"10,880,000.00","5,500.40","1,978",Oct-24,Strata,511,"21,292",99 yrs lease commencing from 1982,01,26 to 30
TONG ENG BUILDING,CECIL STREET,Office,"3,862,596.00","1,227.10","3,148",Oct-24,Strata,114,"33,882",999 yrs lease commencing from 1885,01,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"2,010,000.00",624.31,"3,220",Sept-24,Strata,58,"34,655",99 yrs lease commencing from 2001,01,11 to 15
SAMSUNG HUB,CHURCH STREET,Office,"14,800,000.00","3,595.18","4,117",Sept-24,Strata,334,"44,311",999 yrs lease commencing from 1827,01,16 to 20
N.A.,ROBINSON ROAD,Office,"17,919,925.00","4,746.92","3,775",Sept-24,Strata,441,"40,635",Freehold,01,01 to 05
N.A.,ROBINSON ROAD,Office,"18,556,200.00","4,757.69","3,900",Sept-24,Strata,442,"41,982",Freehold,01,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"1,500,000.00",721.19,"2,080",Aug-24,Strata,67,"22,388",99 yrs lease commencing from 1983,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"1,700,000.00",635.08,"2,677",Aug-24,Strata,59,"28,814",99 yrs lease commencing from 2001,01,06 to 10
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"1,050,000.00",753.48,"1,394",Aug-24,Strata,70,"15,000",99 yrs lease commencing from 1970,01,06 to 10
PRUDENTIAL TOWER,CECIL STREET,Office,"26,500,000.00","5,715.68","4,636",Aug-24,Strata,531,"49,906",99 yrs lease commencing from 1996,01,01 to 05
PLUS,CECIL STREET,Office,"3,150,000.00","1,001.05","3,147",Aug-24,Strata,93,"33,871",99 yrs lease commencing from 1989,01,21 to 25
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,470,000.00","2,486.48","1,798",Aug-24,Strata,231,"19,351",99 yrs lease commencing from 1980,01,21 to 25
ROBINSON SQUARE,ROBINSON ROAD,Office,"3,552,000.00","1,184.04","3,000",Aug-24,Strata,110,"32,291",Freehold,01,11 to 15
TONG ENG BUILDING,CECIL STREET,Office,"1,350,000.00",462.85,"2,917",Aug-24,Strata,43,"31,395",999 yrs lease commencing from 1885,01,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"525,000.00",333.68,"1,573",Jul-24,Strata,31,"16,935",99 yrs lease commencing from 1983,01,01 to 05
HAVELOCK2,HAVELOCK ROAD,Office,"560,000.00",344.45,"1,626",Jul-24,Strata,32,"17,500",99 yrs lease commencing from 1983,01,06 to 10
PLUS,CECIL STREET,Office,"4,152,900.00","1,270.15","3,270",Jul-24,Strata,118,"35,194",99 yrs lease commencing from 1989,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"2,200,000.00",871.88,"2,523",Jul-24,Strata,81,"27,160",99 yrs lease commencing from 2001,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"5,825,000.00","1,969.81","2,957",Jul-24,Strata,183,"31,831",99 yrs lease commencing from 2011,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"55,150,000.00","13,132.08","4,200",Jul-24,Strata,"1,220","45,205",Freehold,01,11 to 15
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"16,249,199.00","4,779.22","3,400",Jul-24,Strata,444,"36,597",99 yrs lease commencing from 1989,01,21 to 25
N.A.,RAFFLES QUAY,Office,"36,000,000.00","10,128.92","3,554",Jul-24,Strata,941,"38,257",Freehold,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"2,640,000.00",753.48,"3,504",Jul-24,Strata,70,"37,714",99 yrs lease commencing from 2011,01,21 to 25
OXLEY TOWER,ROBINSON ROAD,Office,"3,700,000.00","1,205.57","3,069",Jun-24,Strata,112,"33,036",Freehold,01,21 to 25
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"11,500,000.00","3,078.50","3,736",Jun-24,Strata,286,"40,210",99 yrs lease commencing from 1989,01,36 to 40
TONG ENG BUILDING,CECIL STREET,Office,"1,250,000.00",462.85,"2,701",Jun-24,Strata,43,"29,070",999 yrs lease commencing from 1885,01,11 to 15
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"16,000,000.00","4,833.04","3,311",Jun-24,Strata,449,"35,635",99 yrs lease commencing from 1989,01,36 to 40
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"15,292,800.00","4,779.22","3,200",Jun-24,Strata,444,"34,443",99 yrs lease commencing from 1989,01,21 to 25
PLUS,CECIL STREET,Office,"4,152,900.00","1,270.15","3,270",Jun-24,Strata,118,"35,194",99 yrs lease commencing from 1989,01,16 to 20
PLUS,CECIL STREET,Office,"4,434,120.00","1,356.26","3,269",Jun-24,Strata,126,"35,191",99 yrs lease commencing from 1989,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"4,918,014.00","1,453.14","3,384",May-24,Strata,135,"36,430",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"4,081,985.00","1,205.57","3,386",May-24,Strata,112,"36,446",99 yrs lease commencing from 2001,01,16 to 20
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"5,300,000.00","1,388.56","3,817",May-24,Strata,129,"41,085",99 yrs lease commencing from 1989,01,36 to 40
HAVELOCK2,HAVELOCK ROAD,Office,"698,000.00",430.56,"1,621",Apr-24,Strata,40,"17,450",99 yrs lease commencing from 1983,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,760,000.00",645.84,"2,725",Apr-24,Strata,60,"29,333",99 yrs lease commencing from 2001,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"1,390,000.00",635.08,"2,189",Apr-24,Strata,59,"23,559",99 yrs lease commencing from 2001,01,01 to 05
TAHIR BUILDING,ROBINSON ROAD,Office,"4,523,500.00","1,140.98","3,965",Apr-24,Strata,106,"42,675",Freehold,01,06 to 10
THE OCTAGON,CECIL STREET,Office,"3,950,000.00","1,302.44","3,033",Apr-24,Strata,121,"32,645",Freehold,01,01 to 05
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,369,700.00","1,280.92","4,192",Apr-24,Strata,119,"45,124",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,780,800.00","1,377.79","4,196",Apr-24,Strata,128,"45,163",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"7,396,100.00","1,754.53","4,215",Apr-24,Strata,163,"45,375",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"10,281,750.00","2,529.54","4,065",Apr-24,Strata,235,"43,752",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"8,066,800.00","1,980.58","4,073",Apr-24,Strata,184,"43,841",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,519,100.00","1,108.69","4,076",Apr-24,Strata,103,"43,875",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,187,900.00","1,270.15","4,084",Apr-24,Strata,118,"43,965",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,878,300.00","1,162.51","4,196",Apr-24,Strata,108,"45,169",Freehold,01,06 to 10
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,468,800.00",721.19,"2,037",Apr-24,Strata,67,"21,922",99 yrs lease commencing from 1980,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,338,000.00",667.37,"3,503",Mar-24,Strata,62,"37,710",99 yrs lease commencing from 2011,01,26 to 30
THE CENTRAL,EU TONG SEN STREET,Office,"2,800,000.00",925.7,"3,025",Mar-24,Strata,86,"32,558",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"1,600,000.00",602.78,"2,654",Mar-24,Strata,56,"28,571",99 yrs lease commencing from 2001,01,06 to 10
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,200,000.00","2,400.37","1,750",Mar-24,Strata,223,"18,834",99 yrs lease commencing from 1980,01,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"2,750,000.00",925.7,"2,971",Mar-24,Strata,86,"31,977",99 yrs lease commencing from 2001,01,16 to 20
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,888,000.00","1,054.87","1,790",Mar-24,Strata,98,"19,265",99 yrs lease commencing from 1980,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"1,460,000.00",635.08,"2,299",Mar-24,Strata,59,"24,746",99 yrs lease commencing from 2001,01,06 to 10
