Postal District,Floor Level,Floor Area (SQM),25th Percentile ($ PSM),Median ($PSM),75th Percentile ($PSM),Reference Period
19,Level 1,30 & Below,69.57,84.00,203.70,2024Q1
19,Level 1,>30 - 100,78.46,101.68,142.89,2024Q1
19,Level 1,>100 - 300,92.66,205.69,279.64,2024Q1
19,Level 1,>300,14.20,14.21,18.36,2024Q1
19,Level 2 & 3,30 & Below,82.88,115.58,331.13,2024Q1
19,Level 2 & 3,>30 - 100,206.06,268.35,282.47,2024Q1
19,Level 4 & Above,30 & Below,376.67,404.56,473.11,2024Q1
19,B1 & Below,30 & Below,71.12,88.24,424.64,2024Q2
19,B1 & Below,>30 - 100,332.63,368.67,408.03,2024Q2
19,B1 & Below,>100 - 300,241.02,251.31,288.66,2024Q2
19,Level 1,30 & Below,59.29,88.99,206.15,2024Q2
19,Level 1,>30 - 100,95.99,113.73,329.93,2024Q2
19,Level 1,>100 - 300,134.69,182.88,265.23,2024Q2
19,Level 1,>300,17.45,21.39,122.47,2024Q2
19,Level 2 & 3,30 & Below,130.00,134.62,216.67,2024Q2
19,Level 2 & 3,>30 - 100,187.76,238.24,300.99,2024Q2
19,Level 2 & 3,>100 - 300,217.36,223.44,228.84,2024Q2
19,Level 4 & Above,30 & Below,370.26,392.93,422.30,2024Q2
19,B1 & Below,30 & Below,63.54,78.01,216.23,2024Q3
19,B1 & Below,>30 - 100,59.62,291.41,365.03,2024Q3
19,Level 1,30 & Below,68.78,85.18,111.30,2024Q3
19,Level 1,>30 - 100,121.02,162.21,266.15,2024Q3
19,Level 1,>100 - 300,129.95,187.88,216.65,2024Q3
19,Level 1,>300,52.63,82.88,95.76,2024Q3
19,Level 2 & 3,30 & Below,65.22,73.33,255.35,2024Q3
19,Level 2 & 3,>30 - 100,98.70,211.24,234.68,2024Q3
19,Level 2 & 3,>100 - 300,69.78,123.79,177.02,2024Q3
19,Level 4 & Above,>30 - 100,123.60,168.33,242.53,2024Q3
19,B1 & Below,30 & Below,62.50,70.59,156.04,2024Q4
19,B1 & Below,>30 - 100,304.64,364.98,392.08,2024Q4
19,B1 & Below,>100 - 300,184.76,220.83,252.68,2024Q4
19,Level 1,30 & Below,89.90,113.64,206.80,2024Q4
19,Level 1,>30 - 100,125.94,237.26,383.14,2024Q4
19,Level 1,>100 - 300,178.23,253.11,262.49,2024Q4
19,Level 1,>300,66.21,72.64,118.97,2024Q4
19,Level 2 & 3,30 & Below,63.52,76.47,151.01,2024Q4
19,Level 2 & 3,>30 - 100,186.43,256.50,288.74,2024Q4
19,Level 2 & 3,>100 - 300,175.15,197.16,219.36,2024Q4
19,Level 4 & Above,30 & Below,74.89,75.38,243.40,2024Q4
19,Level 4 & Above,>30 - 100,242.30,270.75,297.96,2024Q4
19,Level 4 & Above,>100 - 300,180.67,197.69,214.21,2024Q4
19,B1 & Below,30 & Below,68.28,338.93,457.63,2025Q1
19,B1 & Below,>30 - 100,261.99,293.79,428.09,2025Q1
19,B1 & Below,>100 - 300,214.45,222.82,228.42,2025Q1
19,Level 1,30 & Below,84.35,113.66,253.68,2025Q1
19,Level 1,>30 - 100,90.60,141.17,320.17,2025Q1
19,Level 1,>100 - 300,100.44,197.43,290.86,2025Q1
19,Level 2 & 3,30 & Below,199.45,422.08,442.32,2025Q1
19,Level 2 & 3,>30 - 100,156.33,205.96,342.54,2025Q1
19,Level 2 & 3,>100 - 300,109.68,156.50,157.74,2025Q1
19,Level 4 & Above,30 & Below,91.27,119.05,287.00,2025Q1
19,Level 4 & Above,>100 - 300,177.25,192.83,256.40,2025Q1
19,B1 & Below,30 & Below,63.16,149.35,519.54,2025Q2
19,B1 & Below,>30 - 100,166.62,292.70,457.16,2025Q2
19,B1 & Below,>100 - 300,236.41,249.02,265.29,2025Q2
19,Level 1,30 & Below,57.89,74.07,243.13,2025Q2
19,Level 1,>30 - 100,74.00,118.98,250.84,2025Q2
19,Level 1,>100 - 300,196.18,213.56,271.36,2025Q2
19,Level 2 & 3,30 & Below,51.03,70.59,287.42,2025Q2
19,Level 2 & 3,>30 - 100,241.21,267.01,319.97,2025Q2
19,Level 4 & Above,30 & Below,243.88,398.92,428.18,2025Q2
19,Level 4 & Above,>30 - 100,284.44,328.19,334.70,2025Q2
20,B1 & Below,30 & Below,328.51,607.50,733.31,2021Q1
20,B1 & Below,>30 - 100,344.49,384.00,426.58,2021Q1
20,Level 1,30 & Below,145.69,192.31,395.56,2021Q1
20,Level 1,>30 - 100,51.44,117.86,146.75,2021Q1
20,Level 1,>100 - 300,51.13,86.11,304.03,2021Q1
20,Level 2 & 3,30 & Below,276.88,304.11,416.81,2021Q1
20,Level 2 & 3,>30 - 100,71.97,93.72,132.19,2021Q1
20,B1 & Below,30 & Below,46.97,153.57,519.95,2021Q2
20,B1 & Below,>30 - 100,355.83,368.18,397.80,2021Q2
20,Level 1,30 & Below,137.93,161.54,192.11,2021Q2
20,Level 1,>30 - 100,116.29,178.05,248.06,2021Q2
20,Level 1,>100 - 300,59.99,77.95,287.31,2021Q2
20,Level 2 & 3,30 & Below,233.30,250.81,368.61,2021Q2
20,Level 2 & 3,>30 - 100,94.25,111.64,146.96,2021Q2
20,B1 & Below,30 & Below,54.20,363.70,578.22,2021Q3
20,B1 & Below,>30 - 100,233.11,280.76,315.22,2021Q3
20,Level 1,30 & Below,101.19,263.07,455.81,2021Q3
20,Level 1,>30 - 100,119.05,153.85,243.35,2021Q3
20,Level 1,>100 - 300,48.45,53.82,188.40,2021Q3
20,Level 2 & 3,30 & Below,121.00,183.28,231.94,2021Q3
20,Level 2 & 3,>30 - 100,110.29,127.87,181.26,2021Q3
20,Level 2 & 3,>300,75.78,108.54,143.01,2021Q3
20,B1 & Below,30 & Below,308.37,648.43,673.57,2021Q4
20,B1 & Below,>30 - 100,281.04,285.82,323.03,2021Q4
20,B1 & Below,>100 - 300,277.48,343.48,383.16,2021Q4
20,Level 1,30 & Below,88.64,105.68,471.19,2021Q4
20,Level 1,>30 - 100,171.34,270.61,373.04,2021Q4
20,Level 1,>100 - 300,80.01,94.83,153.39,2021Q4
20,Level 2 & 3,30 & Below,133.54,136.83,435.00,2021Q4
20,Level 2 & 3,>30 - 100,170.28,220.68,253.35,2021Q4
20,Level 2 & 3,>100 - 300,211.42,304.00,337.32,2021Q4
20,B1 & Below,30 & Below,311.50,484.85,657.07,2022Q1
20,B1 & Below,>30 - 100,293.79,325.13,397.90,2022Q1
20,Level 1,30 & Below,100.56,293.12,554.03,2022Q1
20,Level 1,>30 - 100,161.29,307.40,468.48,2022Q1
20,Level 1,>100 - 300,71.25,88.67,179.09,2022Q1
20,Level 2 & 3,30 & Below,223.28,244.30,269.65,2022Q1
20,Level 2 & 3,>30 - 100,158.33,250.90,298.33,2022Q1
20,Level 2 & 3,>100 - 300,64.58,64.59,91.50,2022Q1
20,B1 & Below,30 & Below,218.75,504.86,518.40,2022Q2
20,B1 & Below,>30 - 100,371.33,381.07,416.73,2022Q2
20,Level 1,30 & Below,145.00,331.02,376.64,2022Q2
20,Level 1,>30 - 100,121.72,139.39,195.78,2022Q2
20,Level 1,>100 - 300,47.54,92.78,221.45,2022Q2
20,Level 2 & 3,30 & Below,236.48,279.67,314.14,2022Q2
20,Level 2 & 3,>30 - 100,161.25,211.42,255.91,2022Q2
20,B1 & Below,30 & Below,61.11,196.67,589.51,2022Q3
20,B1 & Below,>30 - 100,285.74,295.71,313.54,2022Q3
20,Level 1,30 & Below,158.15,346.15,383.83,2022Q3
20,Level 1,>30 - 100,151.26,172.12,191.18,2022Q3
20,Level 1,>100 - 300,92.10,146.13,264.83,2022Q3
20,Level 1,>300,82.88,87.91,96.35,2022Q3
20,Level 2 & 3,30 & Below,202.10,222.69,274.20,2022Q3
20,Level 2 & 3,>30 - 100,168.71,195.87,294.41,2022Q3
20,Level 2 & 3,>300,16.07,18.90,55.59,2022Q3
20,B1 & Below,30 & Below,78.95,384.29,628.87,2022Q4
20,Level 1,30 & Below,164.14,236.56,355.83,2022Q4
20,Level 1,>30 - 100,102.81,159.34,352.92,2022Q4
20,Level 1,>100 - 300,46.72,57.11,79.74,2022Q4
20,Level 2 & 3,>30 - 100,123.44,143.90,206.46,2022Q4
20,Level 2 & 3,>100 - 300,66.82,101.68,157.23,2022Q4
20,Level 2 & 3,>300,33.93,51.89,92.09,2022Q4
20,B1 & Below,30 & Below,137.39,576.92,675.00,2023Q1
20,Level 1,30 & Below,53.57,61.67,175.00,2023Q1
20,Level 1,>30 - 100,157.83,223.91,377.41,2023Q1
20,Level 2 & 3,30 & Below,262.56,273.48,373.59,2023Q1
20,Level 2 & 3,>30 - 100,138.91,203.11,304.13,2023Q1
20,Level 2 & 3,>300,62.06,87.17,113.20,2023Q1
20,B1 & Below,30 & Below,109.69,397.34,684.88,2023Q2
20,B1 & Below,>30 - 100,251.22,298.88,365.12,2023Q2
20,Level 1,30 & Below,64.80,115.80,166.88,2023Q2
20,Level 1,>30 - 100,89.29,130.17,181.82,2023Q2
20,Level 1,>100 - 300,75.35,125.79,129.17,2023Q2
20,Level 2 & 3,30 & Below,289.91,327.97,359.86,2023Q2
20,Level 2 & 3,>30 - 100,199.39,251.73,302.58,2023Q2
20,Level 2 & 3,>100 - 300,232.39,242.40,269.96,2023Q2
20,B1 & Below,30 & Below,560.61,597.13,720.00,2023Q3
20,B1 & Below,>30 - 100,298.09,313.20,364.20,2023Q3
20,Level 1,30 & Below,174.00,243.57,425.00,2023Q3
20,Level 1,>30 - 100,64.99,119.44,162.39,2023Q3
20,Level 1,>100 - 300,52.74,55.97,235.02,2023Q3
20,Level 2 & 3,>30 - 100,153.78,269.11,348.71,2023Q3
20,B1 & Below,30 & Below,459.81,582.98,761.28,2023Q4
20,B1 & Below,>30 - 100,326.36,388.60,518.97,2023Q4
20,Level 1,30 & Below,135.71,192.11,575.94,2023Q4
20,Level 1,>30 - 100,100.54,183.27,333.56,2023Q4
20,Level 1,>100 - 300,112.43,282.39,319.14,2023Q4
20,Level 2 & 3,>30 - 100,164.29,217.79,404.10,2023Q4
20,Level 2 & 3,>100 - 300,187.34,195.96,198.00,2023Q4
20,B1 & Below,30 & Below,324.68,334.11,584.32,2024Q1
20,B1 & Below,>30 - 100,274.05,317.48,374.94,2024Q1
20,Level 1,30 & Below,180.36,215.74,256.50,2024Q1
20,Level 1,>30 - 100,141.62,215.44,403.83,2024Q1
20,Level 2 & 3,30 & Below,249.22,291.74,329.11,2024Q1
20,Level 2 & 3,>30 - 100,90.13,129.43,217.80,2024Q1
20,B1 & Below,30 & Below,317.94,517.30,666.92,2024Q2
20,B1 & Below,>30 - 100,352.05,397.27,423.44,2024Q2
20,Level 1,30 & Below,86.11,118.18,152.00,2024Q2
20,Level 1,>30 - 100,117.60,170.97,219.30,2024Q2
20,Level 1,>100 - 300,76.81,96.17,328.07,2024Q2
20,Level 2 & 3,30 & Below,327.34,354.98,401.24,2024Q2
20,Level 2 & 3,>30 - 100,123.46,130.77,268.65,2024Q2
20,Level 2 & 3,>100 - 300,177.19,199.57,246.07,2024Q2
20,B1 & Below,30 & Below,98.60,378.25,628.49,2024Q3
20,B1 & Below,>30 - 100,271.02,325.98,356.40,2024Q3
20,B1 & Below,>100 - 300,198.21,206.76,226.78,2024Q3
20,Level 1,30 & Below,122.00,269.58,422.62,2024Q3
20,Level 1,>30 - 100,115.95,194.29,212.20,2024Q3
20,Level 1,>100 - 300,52.75,54.90,64.59,2024Q3
20,Level 2 & 3,>30 - 100,192.87,258.64,308.24,2024Q3
20,B1 & Below,30 & Below,125.00,426.73,654.00,2024Q4
20,B1 & Below,>30 - 100,334.84,356.35,384.94,2024Q4
20,Level 1,30 & Below,98.24,168.97,405.26,2024Q4
20,Level 1,>30 - 100,143.42,167.02,221.64,2024Q4
20,Level 1,>100 - 300,68.48,114.46,166.72,2024Q4
20,B1 & Below,30 & Below,617.79,728.13,739.06,2025Q1
20,B1 & Below,>30 - 100,290.89,423.33,461.73,2025Q1
20,B1 & Below,>100 - 300,212.75,217.22,245.93,2025Q1
20,Level 1,30 & Below,125.18,170.00,321.72,2025Q1
20,Level 1,>30 - 100,121.66,334.83,426.99,2025Q1
20,Level 1,>100 - 300,63.17,64.57,98.57,2025Q1
20,Level 2 & 3,>30 - 100,167.74,258.89,265.39,2025Q1
20,Level 2 & 3,>100 - 300,134.51,144.65,230.03,2025Q1
20,B1 & Below,30 & Below,92.86,538.98,780.88,2025Q2
20,B1 & Below,>30 - 100,306.62,326.78,405.37,2025Q2
20,Level 1,30 & Below,108.33,116.00,253.16,2025Q2
20,Level 1,>30 - 100,84.45,170.72,244.07,2025Q2
20,Level 1,>100 - 300,99.58,169.31,293.44,2025Q2
20,Level 2 & 3,30 & Below,293.71,318.65,336.44,2025Q2
20,Level 2 & 3,>30 - 100,193.18,268.53,352.78,2025Q2
20,Level 2 & 3,>100 - 300,148.72,166.49,201.37,2025Q2
21,B1 & Below,30 & Below,80.36,98.33,151.23,2021Q1
21,B1 & Below,>30 - 100,61.91,68.01,87.13,2021Q1
21,B1 & Below,>100 - 300,48.99,59.88,99.32,2021Q1
21,Level 1,30 & Below,75.71,88.89,109.42,2021Q1
21,Level 1,>30 - 100,71.40,85.43,91.43,2021Q1
21,Level 2 & 3,30 & Below,62.44,72.86,85.13,2021Q1
21,Level 2 & 3,>30 - 100,48.72,64.20,68.79,2021Q1
21,Level 2 & 3,>100 - 300,42.00,44.50,50.55,2021Q1
21,Level 4 & Above,30 & Below,58.32,63.39,72.06,2021Q1
21,B1 & Below,30 & Below,80.84,84.17,89.66,2021Q2
21,B1 & Below,>30 - 100,64.75,70.00,77.88,2021Q2
21,Level 1,30 & Below,76.39,105.26,118.50,2021Q2
21,Level 1,>30 - 100,73.53,81.25,100.00,2021Q2
21,Level 1,>100 - 300,31.32,56.11,83.39,2021Q2
21,Level 2 & 3,30 & Below,52.94,68.42,85.57,2021Q2
21,Level 2 & 3,>30 - 100,69.44,75.00,78.33,2021Q2
21,Level 4 & Above,30 & Below,41.18,45.67,50.83,2021Q2
21,Level 4 & Above,>30 - 100,42.96,47.89,53.68,2021Q2
21,B1 & Below,30 & Below,84.24,91.80,111.46,2021Q3
21,B1 & Below,>30 - 100,56.36,84.85,113.64,2021Q3
21,Level 1,30 & Below,82.08,98.93,106.50,2021Q3
21,Level 1,>30 - 100,72.06,81.50,92.16,2021Q3
21,Level 2 & 3,30 & Below,54.91,71.43,94.54,2021Q3
21,Level 2 & 3,>30 - 100,67.86,76.67,86.84,2021Q3
21,Level 2 & 3,>100 - 300,52.73,54.55,67.81,2021Q3
21,Level 4 & Above,30 & Below,47.06,51.88,63.86,2021Q3
21,B1 & Below,30 & Below,80.00,93.13,138.10,2021Q4
21,B1 & Below,>30 - 100,62.48,83.33,86.32,2021Q4
21,B1 & Below,>100 - 300,73.14,76.92,79.24,2021Q4
21,Level 1,30 & Below,78.57,88.89,120.00,2021Q4
21,Level 1,>30 - 100,87.26,90.91,102.57,2021Q4
21,Level 1,>100 - 300,36.16,45.38,55.93,2021Q4
21,Level 2 & 3,30 & Below,57.14,65.48,75.25,2021Q4
21,Level 2 & 3,>30 - 100,57.57,66.49,75.15,2021Q4
21,Level 4 & Above,30 & Below,45.66,53.33,74.20,2021Q4
21,B1 & Below,30 & Below,71.43,87.50,109.17,2022Q1
21,B1 & Below,>30 - 100,81.03,92.52,96.21,2022Q1
21,Level 1,30 & Below,75.29,88.89,100.00,2022Q1
21,Level 1,>30 - 100,73.28,80.95,93.72,2022Q1
21,Level 2 & 3,30 & Below,56.99,71.19,88.50,2022Q1
21,Level 2 & 3,>30 - 100,63.83,74.63,92.11,2022Q1
21,Level 4 & Above,30 & Below,47.39,57.75,61.99,2022Q1
21,B1 & Below,30 & Below,77.98,172.62,317.07,2022Q2
21,B1 & Below,>30 - 100,63.58,65.68,73.42,2022Q2
21,B1 & Below,>100 - 300,53.46,63.82,72.11,2022Q2
21,Level 1,30 & Below,87.78,100.88,133.33,2022Q2
21,Level 1,>30 - 100,67.33,79.37,107.71,2022Q2
21,Level 2 & 3,30 & Below,52.94,67.86,96.43,2022Q2
21,Level 2 & 3,>30 - 100,77.46,91.03,93.65,2022Q2
21,Level 4 & Above,30 & Below,54.41,58.93,75.89,2022Q2
21,B1 & Below,30 & Below,99.71,110.34,117.84,2022Q3
21,B1 & Below,>30 - 100,96.34,103.01,121.54,2022Q3
21,B1 & Below,>100 - 300,44.92,45.54,46.67,2022Q3
21,Level 1,30 & Below,80.67,101.02,116.93,2022Q3
21,Level 1,>30 - 100,80.40,98.61,115.69,2022Q3
21,Level 2 & 3,30 & Below,68.21,76.92,85.60,2022Q3
21,Level 2 & 3,>30 - 100,84.85,88.37,100.00,2022Q3
21,Level 4 & Above,30 & Below,47.37,52.35,52.94,2022Q3
21,Level 4 & Above,>30 - 100,50.71,53.33,54.30,2022Q3
21,B1 & Below,30 & Below,97.47,114.76,122.44,2022Q4
21,B1 & Below,>30 - 100,73.91,100.00,108.14,2022Q4
21,B1 & Below,>100 - 300,39.61,41.67,52.04,2022Q4
21,Level 1,30 & Below,88.33,110.00,124.44,2022Q4
21,Level 1,>30 - 100,76.61,89.46,100.00,2022Q4
21,Level 2 & 3,30 & Below,58.82,84.29,107.89,2022Q4
21,Level 2 & 3,>30 - 100,58.22,74.89,83.73,2022Q4
21,Level 4 & Above,30 & Below,55.92,63.12,113.07,2022Q4
21,B1 & Below,30 & Below,98.15,127.35,160.60,2023Q1
21,B1 & Below,>30 - 100,85.00,93.75,98.21,2023Q1
21,Level 1,30 & Below,56.82,90.00,111.11,2023Q1
21,Level 1,>30 - 100,81.42,87.35,110.24,2023Q1
21,Level 1,>100 - 300,62.38,69.46,88.90,2023Q1
21,Level 2 & 3,30 & Below,64.56,74.18,107.14,2023Q1
21,Level 2 & 3,>30 - 100,66.20,72.12,78.38,2023Q1
21,Level 4 & Above,30 & Below,47.30,60.71,63.24,2023Q1
21,B1 & Below,30 & Below,91.67,105.56,115.38,2023Q2
21,B1 & Below,>30 - 100,67.70,75.57,82.30,2023Q2
21,Level 1,30 & Below,105.56,120.00,143.75,2023Q2
21,Level 1,>30 - 100,95.51,103.09,115.85,2023Q2
21,Level 2 & 3,30 & Below,57.09,78.57,110.33,2023Q2
21,Level 2 & 3,>30 - 100,66.86,80.46,108.07,2023Q2
21,Level 4 & Above,30 & Below,52.94,62.83,66.35,2023Q2
21,Level 4 & Above,>30 - 100,64.54,73.53,85.29,2023Q2
21,B1 & Below,30 & Below,87.50,100.00,137.50,2023Q3
21,B1 & Below,>30 - 100,94.97,112.12,121.06,2023Q3
21,Level 1,30 & Below,79.17,94.10,120.55,2023Q3
21,Level 1,>30 - 100,73.39,92.51,99.82,2023Q3
21,Level 2 & 3,30 & Below,105.56,117.65,128.02,2023Q3
21,Level 2 & 3,>30 - 100,69.88,87.92,95.00,2023Q3
21,Level 4 & Above,30 & Below,58.65,75.29,164.92,2023Q3
21,B1 & Below,30 & Below,125.97,142.86,148.21,2023Q4
21,B1 & Below,>30 - 100,73.68,98.21,108.70,2023Q4
21,Level 1,30 & Below,105.28,109.72,125.74,2023Q4
21,Level 1,>30 - 100,85.77,100.00,119.18,2023Q4
21,Level 1,>100 - 300,65.28,68.18,71.97,2023Q4
21,Level 2 & 3,30 & Below,84.31,91.62,117.56,2023Q4
21,Level 2 & 3,>30 - 100,70.97,76.87,100.00,2023Q4
21,Level 4 & Above,30 & Below,61.27,66.67,165.15,2023Q4
21,B1 & Below,30 & Below,87.50,96.43,105.11,2024Q1
21,Level 1,30 & Below,91.11,97.22,108.38,2024Q1
21,Level 1,>30 - 100,73.95,85.76,100.20,2024Q1
21,Level 1,>100 - 300,56.86,66.18,83.22,2024Q1
21,Level 2 & 3,30 & Below,73.75,83.33,101.47,2024Q1
21,Level 2 & 3,>30 - 100,77.56,80.65,94.17,2024Q1
21,B1 & Below,30 & Below,106.65,113.38,125.00,2024Q2
21,B1 & Below,>30 - 100,72.32,83.93,121.27,2024Q2
21,Level 1,30 & Below,95.71,117.32,130.88,2024Q2
21,Level 1,>30 - 100,88.61,96.22,108.79,2024Q2
21,Level 2 & 3,30 & Below,63.50,73.33,109.84,2024Q2
21,Level 4 & Above,30 & Below,52.94,67.77,80.47,2024Q2
21,Level 4 & Above,>30 - 100,49.88,53.01,75.12,2024Q2
21,B1 & Below,30 & Below,102.30,115.51,128.75,2024Q3
21,B1 & Below,>100 - 300,60.74,73.21,92.16,2024Q3
21,Level 1,30 & Below,81.77,106.16,122.92,2024Q3
21,Level 1,>30 - 100,88.19,97.22,103.11,2024Q3
21,Level 2 & 3,30 & Below,73.72,120.00,132.16,2024Q3
21,Level 2 & 3,>30 - 100,76.02,88.89,91.59,2024Q3
21,Level 2 & 3,>100 - 300,53.36,54.23,62.45,2024Q3
21,Level 4 & Above,30 & Below,66.35,141.31,235.78,2024Q3
21,B1 & Below,30 & Below,103.26,127.90,163.58,2024Q4
21,B1 & Below,>30 - 100,84.70,102.73,112.95,2024Q4
21,Level 1,30 & Below,104.17,127.13,166.07,2024Q4
21,Level 1,>30 - 100,90.87,93.53,97.76,2024Q4
21,Level 2 & 3,30 & Below,64.39,79.35,97.34,2024Q4
21,Level 2 & 3,>30 - 100,69.66,87.50,94.93,2024Q4
21,Level 4 & Above,30 & Below,268.87,268.87,283.02,2024Q4
21,B1 & Below,30 & Below,109.38,136.26,154.69,2025Q1
21,B1 & Below,>30 - 100,106.14,110.41,115.11,2025Q1
21,B1 & Below,>100 - 300,76.48,77.59,87.14,2025Q1
21,Level 1,30 & Below,91.79,112.32,133.68,2025Q1
21,Level 1,>30 - 100,72.20,88.14,102.82,2025Q1
21,Level 2 & 3,30 & Below,75.00,84.62,96.15,2025Q1
21,Level 2 & 3,>30 - 100,91.74,100.00,107.53,2025Q1
21,Level 4 & Above,30 & Below,76.47,200.00,268.82,2025Q1
21,B1 & Below,30 & Below,113.71,134.06,144.81,2025Q2
21,B1 & Below,>30 - 100,69.09,101.75,115.90,2025Q2
21,Level 1,30 & Below,101.50,106.56,114.58,2025Q2
21,Level 1,>30 - 100,80.26,101.13,206.24,2025Q2
21,Level 2 & 3,30 & Below,93.48,102.31,121.43,2025Q2
21,Level 2 & 3,>30 - 100,90.03,99.26,102.45,2025Q2
21,Level 4 & Above,30 & Below,58.00,78.95,93.75,2025Q2
22,B1 & Below,30 & Below,219.40,297.99,363.08,2021Q1
22,B1 & Below,>30 - 100,183.09,264.40,313.96,2021Q1
22,B1 & Below,>100 - 300,138.28,165.05,196.35,2021Q1
22,Level 1,30 & Below,162.42,328.20,356.33,2021Q1
22,Level 1,>30 - 100,109.76,214.84,258.62,2021Q1
22,Level 1,>100 - 300,75.91,83.43,113.49,2021Q1
22,Level 2 & 3,30 & Below,157.31,246.97,314.58,2021Q1
22,Level 2 & 3,>30 - 100,85.50,150.88,206.62,2021Q1
22,Level 2 & 3,>100 - 300,90.71,143.16,172.72,2021Q1
22,Level 4 & Above,>30 - 100,143.03,162.22,183.38,2021Q1
22,Level 4 & Above,>100 - 300,128.03,132.30,133.66,2021Q1
22,B1 & Below,30 & Below,332.37,366.52,424.65,2021Q2
22,B1 & Below,>30 - 100,201.09,245.55,293.48,2021Q2
22,Level 1,30 & Below,246.07,335.67,412.00,2021Q2
22,Level 1,>30 - 100,112.35,198.11,235.41,2021Q2
22,Level 1,>100 - 300,96.04,159.90,184.04,2021Q2
22,Level 2 & 3,30 & Below,161.46,246.00,289.46,2021Q2
22,Level 2 & 3,>30 - 100,125.57,199.14,257.07,2021Q2
22,Level 2 & 3,>100 - 300,114.81,163.59,200.07,2021Q2
22,Level 4 & Above,>30 - 100,91.70,108.74,127.51,2021Q2
22,B1 & Below,30 & Below,284.44,286.46,436.43,2021Q3
22,B1 & Below,>30 - 100,191.86,218.52,307.43,2021Q3
22,B1 & Below,>100 - 300,211.57,240.40,265.32,2021Q3
22,Level 1,30 & Below,279.50,358.95,420.05,2021Q3
22,Level 1,>30 - 100,171.47,218.36,265.53,2021Q3
22,Level 1,>100 - 300,151.14,156.65,197.34,2021Q3
22,Level 1,>300,72.30,119.45,154.79,2021Q3
22,Level 2 & 3,30 & Below,207.70,222.47,254.90,2021Q3
22,Level 2 & 3,>30 - 100,99.83,144.14,217.96,2021Q3
22,Level 2 & 3,>100 - 300,114.98,172.17,196.22,2021Q3
22,Level 2 & 3,>300,142.62,149.18,176.04,2021Q3
22,Level 4 & Above,>30 - 100,137.30,137.50,149.35,2021Q3
22,B1 & Below,30 & Below,220.35,263.65,325.88,2021Q4
22,B1 & Below,>30 - 100,221.41,261.89,275.52,2021Q4
22,Level 1,30 & Below,232.40,344.43,379.63,2021Q4
22,Level 1,>30 - 100,124.14,237.13,344.25,2021Q4
22,Level 1,>100 - 300,130.00,168.19,198.01,2021Q4
22,Level 1,>300,133.19,139.09,174.75,2021Q4
22,Level 2 & 3,30 & Below,185.70,262.77,370.58,2021Q4
22,Level 2 & 3,>30 - 100,85.28,136.36,181.21,2021Q4
22,Level 2 & 3,>100 - 300,142.49,185.64,227.17,2021Q4
22,Level 2 & 3,>300,79.04,115.84,145.18,2021Q4
22,Level 4 & Above,>30 - 100,159.27,165.45,187.49,2021Q4
22,Level 4 & Above,>100 - 300,69.43,74.27,160.28,2021Q4
22,Level 4 & Above,>300,70.41,103.21,124.26,2021Q4
22,B1 & Below,30 & Below,262.67,365.59,383.54,2022Q1
22,B1 & Below,>30 - 100,247.76,306.52,434.93,2022Q1
22,B1 & Below,>100 - 300,123.45,220.31,304.77,2022Q1
22,Level 1,30 & Below,412.32,475.16,615.46,2022Q1
22,Level 1,>30 - 100,118.18,214.76,366.09,2022Q1
22,Level 1,>100 - 300,106.25,138.32,189.12,2022Q1
22,Level 1,>300,14.34,21.18,35.73,2022Q1
22,Level 2 & 3,30 & Below,199.20,243.07,324.32,2022Q1
22,Level 2 & 3,>30 - 100,115.79,207.32,267.08,2022Q1
22,Level 2 & 3,>100 - 300,134.22,149.85,197.14,2022Q1
22,Level 2 & 3,>300,93.45,140.02,179.50,2022Q1
22,Level 4 & Above,>30 - 100,220.96,240.42,251.10,2022Q1
22,Level 4 & Above,>100 - 300,215.45,232.31,254.73,2022Q1
22,B1 & Below,30 & Below,523.88,580.10,607.75,2022Q2
22,B1 & Below,>30 - 100,265.31,369.64,446.64,2022Q2
22,B1 & Below,>300,90.23,127.89,153.64,2022Q2
22,Level 1,30 & Below,388.50,454.24,534.81,2022Q2
22,Level 1,>30 - 100,100.00,240.97,346.40,2022Q2
22,Level 1,>100 - 300,126.11,193.90,253.79,2022Q2
22,Level 1,>300,97.97,149.63,189.18,2022Q2
22,Level 2 & 3,30 & Below,221.96,341.61,347.31,2022Q2
22,Level 2 & 3,>30 - 100,103.77,173.01,252.50,2022Q2
22,Level 2 & 3,>100 - 300,145.65,164.93,231.10,2022Q2
22,Level 2 & 3,>300,95.89,120.71,121.70,2022Q2
22,Level 4 & Above,>30 - 100,171.34,187.15,191.36,2022Q2
22,Level 4 & Above,>100 - 300,128.14,148.99,220.46,2022Q2
22,B1 & Below,30 & Below,199.63,333.13,578.96,2022Q3
22,B1 & Below,>30 - 100,190.10,304.86,377.06,2022Q3
22,B1 & Below,>100 - 300,191.98,207.02,238.37,2022Q3
22,Level 1,30 & Below,368.97,400.00,463.41,2022Q3
22,Level 1,>30 - 100,177.21,239.95,324.40,2022Q3
22,Level 1,>100 - 300,146.34,175.48,218.78,2022Q3
22,Level 2 & 3,30 & Below,200.66,262.08,351.57,2022Q3
22,Level 2 & 3,>30 - 100,88.05,134.28,208.22,2022Q3
22,Level 2 & 3,>100 - 300,156.36,168.19,230.13,2022Q3
22,Level 4 & Above,30 & Below,181.58,217.83,288.92,2022Q3
